source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Conor Duffy,"Australia's profit-driven childcare is costing little people big time, experts warn","When a parent drops their child at their local Only About Children childcare centre in Sydney or Melbourne, they probably don't know the revenue will be cheered on the New York Stock Exchange, writes Conor Duffy.",https://www.abc.net.au/news/2025-04-29/how-multinational-firms-profit-from-australian-childcare-kids/105197310,https://live-production.wcms.abc-cdn.net.au/dce7f9565cfacda1a5b01cdda23baf9d?impolicy=wcms_watermark_news&cropH=2813&cropW=5000&xPos=0&yPos=260&width=862&height=485&imformat=generic,2025-04-28T23:36:02Z,"When a parent drops their child at their local Only About Children (OAC) childcare centre in Sydney or Melbourne, they probably don't know the revenue will be cheered on the New York Stock Exchange (… [+8146 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",,Inquest into UVic student overdose hears heart-wrenching testimony from mother,Dr. Caroline McIntyre said the university 'lied' and published 'completely false' information about its response to her daughter Sidney McIntyre-Starko's overdose on campus.,https://www.cbc.ca/news/canada/british-columbia/coroner-s-inquest-into-uvic-overdose-death-begins-monday-1.7520574,https://i.cbc.ca/1.7210341.1745880016!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/sidney-starko-uvic.jpg?im=Resize%3D620,2025-04-28T23:35:59Z,"The mother of Sidney McIntyre-Starko, the 18-year-old who died of a fentanyl overdose in a University of Victoria dorm room last year, gave heart-wrenching and pointed testimony on day one of the cor… [+3732 chars]"
"{'id': None, 'name': 'HuffPost'}",Jazmin Tolliver,Harry Potter Star John Lithgow ‘Absolutely’ Shocked By All The J.K. Rowling Backlash,"""Why is this a factor at all?"" the actor, who is slated to play Albus Dumbledore in HBO's upcoming show, said amid Rowling's anti-trans controversies.",https://www.huffpost.com/entry/john-lithgow-jk-rowling-backlash-harry-potter_n_680f9ccae4b000a1c038d9b3,https://img.huffingtonpost.com/asset/680fff931600001c008c0bb1.jpeg?ops=1200_630,2025-04-28T23:35:46Z,"John Lithgow admitted facing backlash from J.K. Rowlings critics after he joined HBOs upcoming Harry Potter TV series was not on his bingo card. 
In a new interview with the Times of London, the act… [+4125 chars]"
"{'id': None, 'name': 'The News Journal'}",Martin Frank,"Jalen Hurts, Saquon Barkley send messages on Eagles' White House visit. Then Trump sent his",President Trump made it clear which Eagles players he admired − and which ones he didn't,https://www.delawareonline.com/story/sports/nfl/eagles/2025/04/28/eagles-jalen-hurts-saquon-barkley-send-president-donald-trump-different-message-on-visit/83202905007/,"https://www.delawareonline.com/gcdn/authoring/authoring-images/2025/04/28/PAPP/83332488007-usatsi-26037897.jpg?crop=5999,3375,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",2025-04-28T23:35:28Z,"WASHINGTON It was clear from the start the Eagles players President Donald Trump admired: Saquon Barkley, the offensive line, head of security Dom DiSandro, and defensive backs Reed Blankenship and C… [+6573 chars]"
"{'id': None, 'name': 'WSB Atlanta'}",Renata Brito,Massive power outage in Spain and Portugal leaves thousands stranded and millions without light,Massive power outage in Spain and Portugal leaves thousands stranded and millions without lightwsbtv.com,https://www.wsbtv.com/news/world/massive-power-outage/ZITV7LYUI5DLFCKZRZ5IWKS6Q4/,https://cmg-cmg-tv-10010-prod.cdn.arcpublishing.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-1.images.arcpublishing.com%2Fcmg%2FCCGMPZKJSO2UWOPK5RG5QH6J2M.jpg?auth=8c1282c76f16fce1a17489b8110de3ba9335ce506fdf65a1969568fc4bcc5717&width=1200&height=630&smart=true,2025-04-28T23:35:15Z,"BARCELONA, Spain — (AP) An unprecedented blackout brought much of Spain and Portugal to a standstill Monday, stranding thousands of train passengers and leaving millions of people without phone and i… [+6174 chars]"
"{'id': None, 'name': 'PBS'}",PBS News Hour,"April 28, 2025 – PBS News Hour full episode","Monday on the News Hour, nearing 100 days in office, the Trump administration pushes further on its immigration crackdown, deporting families and targeting sanctuary cities. Peace negotiations falter between Russia and Ukraine over the war Trump promised to e…",https://www.pbs.org/newshour/show/april-28-2025-pbs-news-hour-full-episode,https://d3i6fh83elv35t.cloudfront.net/static/2025/04/FullEpisode-28-1024x699.jpg,2025-04-28T23:35:00Z,"Monday on the News Hour, nearing 100 days in office, the Trump administration pushes further on its immigration crackdown, deporting families and targeting sanctuary cities. Peace negotiations falter… [+193 chars]"
"{'id': None, 'name': 'Sky.com'}",,"Mark Carney's Liberal Party wins Canada election, according to Canadian broadcasters","Mark Carney's Liberal Party has won the election in Canada, according to Canadian broadcasters",https://news.sky.com/story/mark-carneys-liberal-party-wins-canada-election-according-to-canadian-broadcasters-13357890,https://e3.365dm.com/25/04/1600x900/skynews-breaking-news-breaking_6875336.png?20250406142724,2025-04-28T23:35:00Z,"Mark Carney's Liberal Party has won the election in Canada, according to Canadian broadcasters
Mr Carney, who took over as prime minister after Justin Trudeau stepped down earlier this year, beat th… [+1505 chars]"
"{'id': None, 'name': 'Advocate.com'}",Trudy Ring,White House anti-gender-affirming care post is full of lies,A new post on the White House website details the Trump administration’s actions against gender-affirming care for transgender minors — and it’s full of misleading information and outright lies.,https://www.advocate.com/politics/white-house-transgender-care-lies,https://www.advocate.com/media-library/donald-trump-at-a-campaign-rally-in-rome-georgia-in-march-2024.jpg?id=60050328&width=1200&height=600&coordinates=0%2C39%2C0%2C39,2025-04-28T23:34:54Z,"A new post on the White House website details the Trump administrations actions against gender-affirming care for transgender minors and its full of misleading information and outright lies.
Keep up… [+3846 chars]"
"{'id': None, 'name': 'Newsbreak.com'}",Anthony Martinelli,"The Intersection of Medical Cannabis and Dentistry: Pain Relief, Anxiety Management, and Oral Health - NewsBreak","The Marijuana Herald - Marijuana news and information By Bertha Garrett Medical cannabis has emerged as a significant subject of interest in recent years,",https://www.newsbreak.com/share/3981952242226-the-intersection-of-medical-cannabis-and-dentistry-pain-relief-anxiety-management-and-oral-health?_f=app_share&pd=09fF8MNS&lang=en_US&send_time=1745883226&trans_data=%7B%22platform%22%3A0%2C%22cv%22%3A%2225.16.1.9%22%2C%22languages%22%3A%22en%22%7D&sep=ns_foryou_model_exp_25q1-control%2Cns_foryou_blend_exp_25q1-v3%2Cns_foryou_blend_exp_25q2-v3%2Cns_foryou_model_exp_25q2-v2%2Cns_foryou_recall_exp_25q2-v1%2Cns_local_strategy_25q1_exp-control%2Cns_foryou_rank_exp_25q2-control&s=i2,https://img.particlenews.com/img/id/4DjxkI_10hIr6XS00,2025-04-28T23:34:16Z,"The Marijuana Herald - Marijuana news and information 
 By Bertha Garrett 
This holistic remedy has gained attention due to its potential to alleviate various health issues, ranging from chronic pa… [+7483 chars]"
"{'id': None, 'name': 'The Straits Times'}",,IBM plans to invest US$150 billion domestically in latest tech sector pledge,The announcement comes as the Trump administration pressures firms to expand their US manufacturing. Read more at straitstimes.com. Read more at straitstimes.com.,https://www.straitstimes.com/business/ibm-plans-to-invest-us150-billion-domestically-in-latest-tech-sector-pledge,https://cassette.sphdigital.com.sg/image/straitstimes/f3683f37e0dd4125196ebb916bfb6ce44ed16a4bd7435d34c62b20e7beaf483a,2025-04-28T23:34:02Z,"IBM on April 28 joined a slew of technology companies to announce plans for new investments in the United States, as the Trump administration pressures firms to expand their US manufacturing.
The so… [+2408 chars]"
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,India’s $489 Billion Equity Rally Is Winning Back Global Funds,,https://biztoc.com/x/76a7919e53216fe3,https://biztoc.com/cdn/76a7919e53216fe3_s.webp,2025-04-28T23:33:39Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did DHL resume high-value shipments to US? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs impa… [+961 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investing.com,"Emerging economies lead the way in AI trust, survey shows",,https://biztoc.com/x/750c48b83aab6681,https://biztoc.com/cdn/750c48b83aab6681_s.webp,2025-04-28T23:33:34Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did DHL resume high-value shipments to US? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs impa… [+957 chars]"
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"US, Mexico Reach Key Water, Screwworm Deals Ahead of Trade Talks",,https://biztoc.com/x/a4640209fbdc3b68,https://biztoc.com/cdn/930/og.png,2025-04-28T23:33:29Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did DHL resume high-value shipments to US? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs impa… [+969 chars]"
"{'id': 'newsweek', 'name': 'Newsweek'}",Gabe Whisnant,Melania Trump Reacts After House Overwhelmingly Passes Revenge Porn Bill,"The first lady thanked GOP leadership for prioritizing the ""Take It Down Act"" and applauded members from both parties.",https://www.newsweek.com/melania-trump-reacts-after-house-overwhelmingly-passes-revenge-porn-bill-2065359,https://d.newsweek.com/en/full/2634931/donald-melania-wh.jpg,2025-04-28T23:33:28Z,"First Lady Melania Trump on Monday praised the House of Representatives for passing the ""Take It Down Act,"" 409-2, calling it a proud milestone in her work since returning as First Lady in January.
… [+1103 chars]"
"{'id': None, 'name': 'Biztoc.com'}",barchart.com,2 Dividend Stocks With 6.5% (or Higher) Yields That Are Outperforming in 2025,,https://biztoc.com/x/0e910d84cd1eb160,https://biztoc.com/cdn/930/og.png,2025-04-28T23:33:25Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did DHL resume high-value shipments to US? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs impa… [+967 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Power Outages in Spain and Portugal: Photos - The New York Times,"Power Outages in Spain and Portugal: PhotosThe New York Times Spain declares state of emergency, as Portugal struggles with power cut transport chaosBBC Power begins to return to Iberian peninsula after unprecedented blackoutThe Guardian Spain And Portugal Po…",https://slashdot.org/firehose.pl?op=view&amp;id=177200729,,2025-04-28T23:33:04Z,"""If there isn't a population problem, why is the government putting cancer in 
the cigarettes?""
-- the elder Steptoe, c. 1970"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Trump’s justice department appointees remove leadership of voting unit - The Guardian,"Trump’s justice department appointees remove leadership of voting unitThe Guardian Trump Recasts Mission of Justice Dept.’s Civil Rights Office, Prompting ‘Exodus’The New York Times Exodus at DOJ civil rights division as official says 'over 100' attorneys dep…",https://slashdot.org/firehose.pl?op=view&amp;id=177200727,,2025-04-28T23:32:54Z,"""If there isn't a population problem, why is the government putting cancer in 
the cigarettes?""
-- the elder Steptoe, c. 1970"
"{'id': None, 'name': 'Freerepublic.com'}",Build Remote,Freddie Mac Scrubs ESG From Its Website,"We just covered how Fannie Mae fully dismantled its ESG team and program. Now it appears that Freddie Mac has followed suit. Freddie Mac’s main ESG (environmental, social, and governance) webpage and a recent ESG-related article have been taken down from the …",https://freerepublic.com/focus/f-news/4313867/posts,,2025-04-28T23:32:51Z,"Skip to comments.
Freddie Mac Scrubs ESG From Its WebsiteBuild Remote ^
 | April 28, 2025
 | Henry O'Laughlin
Posted on 04/28/2025 4:32:51 PM PDT by cgbg
We just covered how Fannie Mae fully dis… [+1369 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Live updates: Trump signs new executive orders on immigration - AP News,Live updates: Trump signs new executive orders on immigrationAP News Trump to sign executive orders on immigration as he nears 100 days in officeCNN Judge blocks Trump bid to halt federal funding for sanctuary citiesNBC News Boston vows to stay 'safe for ever…,https://slashdot.org/firehose.pl?op=view&amp;id=177200723,,2025-04-28T23:32:44Z,"""If there isn't a population problem, why is the government putting cancer in 
the cigarettes?""
-- the elder Steptoe, c. 1970"
"{'id': None, 'name': 'KOCO Oklahoma City'}",Meghan Mosley,New guide boosts Black-owned restaurants in Oklahoma City,"A new food guide aims to increase patronage at Black-owned restaurants in Oklahoma City, aligning with the excitement surrounding the OKC Thunder's playoff run.",https://www.koco.com/article/oklahoma-city-black-owned-restauraunt-guide-bigger-than-food/64612756,"https://kubrick.htvapps.com/vidthumb/516796e7-e1c1-46e1-8fbe-451589f7cf12/d5ecfe03-3bf9-4109-b5c5-703d7f47937f.jpg?crop=1xw:1.0xh;center,top&resize=1200:*",2025-04-28T23:32:26Z,"OKLAHOMA CITY —A newly launched food guide is set to direct more spending to Black-owned restaurants in Oklahoma City. 
&gt;&gt; Download the KOCO 5 App | Subscribe to KOCO 5s YouTube channel
Apoll… [+2302 chars]"
"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Cindy Wockner,Swing voters admit to 'disillusionment' ahead of federal election,"Millions of Australians might have already cast early ballots — but for others, working out who to support is proving more difficult, with some so disillusioned with politics that they're even tempted to deliberately vote informally.",https://www.abc.net.au/news/2025-04-29/federal-election-2025-electors-on-who-they-will-vote-for/105224016,https://live-production.wcms.abc-cdn.net.au/4c5657f295a45b669c229616adc8d6c1?impolicy=wcms_watermark_news&cropH=1659&cropW=2949&xPos=0&yPos=912&width=862&height=485&imformat=generic,2025-04-28T23:32:26Z,"Adam Jacobson lives in a marginal seat which both major parties are desperate to win.
The seat of Leichhardt, in Far North Queensland, could be vital for Anthony Albanese and Peter Dutton in their q… [+9373 chars]"
"{'id': None, 'name': 'KTLA Los Angeles'}",Marc Sternfield,Struggling California pedestrian mall pitches public drinking to boost business,The Santa Monica City Council is considering a proposal to allow public drinking on the Third Street Promenade in an effort to revitalize the struggling...,https://ktla.com/news/local-news/struggling-california-pedestrian-mall-considers-allowing-public-drinking/,https://media.zenfs.com/en/ktla_articles_362/ada30e10d8ec756deaeaecf92c43a79c,2025-04-28T23:30:48Z,"The Santa Monica City Council is considering a proposal to allow public drinking on the Third Street Promenade in an effort to revitalize the struggling pedestrian mall, which hasnt rebounded from th… [+1071 chars]"
"{'id': None, 'name': 'The Denver Post'}",Bennett Durando,Too many minutes for Nikola Jokic and starters? Clippers’ zone defense? Why Nuggets nearly coughed up Game 4,The Nuggets and Lakers both gave up big fourth-quarter leads in respective Game 4s while not resting their star players. But only one team escaped with a series-tying win.,https://www.denverpost.com/2025/04/28/nuggets-clippers-game-4-comeback-nikola-jokic-minutes-adelman/,https://www.denverpost.com/wp-content/uploads/2025/04/TDP-L-NUGGETS-CLIPPERSAO1_9653x.jpg?w=1024&h=715,2025-04-28T23:30:09Z,"The Nuggets and Lakers have been cosmically intertwined in the NBA playoffs for the last half-decade, even when they aren’t playing against each other.
Sure, there’s the 2020 series between them, an… [+5670 chars]"
"{'id': None, 'name': 'IndieWire'}",Marcus Jones,2025 Emmy Predictions: Outstanding Talk Series,The 2025 Emmys has an Outstanding Talk Series race with expected nominees like 'The Daily Show' against new series like John Mulaney's on Netflix.,https://www.indiewire.com/awards/predictions/2025-emmys-talk-series-predictions-1235118867/,https://www.indiewire.com/wp-content/uploads/2025/04/ELJM_RW_040225_00192_C.jpg?w=650,2025-04-28T23:30:00Z,"We will update this article throughout the season, along with all our predictions, so make sure to keep checking IndieWire for the latest news from the 2025 Emmys race. The nomination round of voting… [+4671 chars]"
"{'id': None, 'name': 'Motley Fool Australia'}",Tristan Harrison,Warren Buffett and tariffs: What is his view?,"Let’s take a look at what Warren Buffett has said. 
The post Warren Buffett and tariffs: What is his view? appeared first on The Motley Fool Australia.",https://www.fool.com.au/2025/04/29/warren-buffett-and-tariffs-what-is-his-view/,https://www.fool.com.au/wp-content/uploads/2022/03/div-1200x675.jpg,2025-04-28T23:30:00Z,"Warren Buffett, one of the world's leading investors and the talismanic leader of Berkshire Hathaway, has given some excellent words of wisdom on the tariff situation.
As one of the biggest business… [+2288 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",,"Liberals projected to win in 9 N.S. ridings, Tories to win 1","The Liberals are putting up a strong showing in Nova Scotia, with CBC News projecting that the party has won nine seats while the Conservatives have taken one. Only one riding is outstanding.",https://www.cbc.ca/news/canada/nova-scotia/election-day-voting-federal-results-1.7520905,https://i.cbc.ca/1.7521050.1745890075!/fileImage/httpImage/image.jpeg_gen/derivatives/16x9_1180/shannon-miedema.jpeg?im=Resize%3D620,2025-04-28T23:30:00Z,"The Liberals are putting up a strong showing in Nova Scotia, with CBC News projecting that the party has won nine of the province's 11 seats while the Conservatives have taken one.
The victories cam… [+5414 chars]"
"{'id': 'nbc-news', 'name': 'NBC News'}",Janelle Griffith,How jurors will be chosen for Sean 'Diddy' Combs' sex trafficking trial,Hundreds of New Yorkers who have been summoned for jury duty will appear in federal court in Manhattan this week to complete questionnaires ahead of Sean “Diddy” Combs’ sex trafficking trial.,https://www.nbcnews.com/news/us-news/jurors-will-chosen-sean-diddy-combs-sex-trafficking-trial-rcna203333,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-04/250428-sean-combs-se-1233p-d48bbb.jpg",2025-04-28T23:29:56Z,"Hundreds of New Yorkers who have been summoned for jury duty will appear in federal court in Manhattan this week to complete questionnaires ahead of Sean Diddy Combs sex trafficking trial.  
U.S. Di… [+4969 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",Bloomberg News,"US, Mexico Reach Key Water, Screwworm Deals Ahead of Trade Talks","The US and Mexico reached two key agreements for the agricultural sector on Monday, smoothing over conflicts that threatened to escalate tensions between the neighbors amid trade negotiations brought on by Donald Trump’s tariffs.",https://financialpost.com/pmn/business-pmn/us-mexico-reach-key-water-screwworm-deals-ahead-of-trade-talks,,2025-04-28T23:28:15Z,"(Bloomberg) The US and Mexico reached two key agreements for the agricultural sector on Monday, smoothing over conflicts that threatened to escalate tensions between the neighbors amid trade negotiat… [+4392 chars]"
"{'id': None, 'name': 'The Daily Caller'}",Mariane Angela,‘Where Do You Draw The Line?’: Jonathan Turley Says Democrats Siding With Rogue Judge Have Good Reason To Reconsider,Jonathan Turley warned Democrats on Fox News Monday that their rush to defend a judge accused of aiding an illegal alien's escape could backfire.,https://dailycaller.com/2025/04/28/jonathan-turley-dems-hannah-dugan/,https://cdn01.dailycaller.com/wp-content/uploads/2025/04/Screenshot-2025-04-29-6.30.22-AM-e1745879537230.jpg,2025-04-28T23:27:32Z,"Readers,
Instead of sucking up to the political and corporate powers that dominate America, The Daily Caller is fighting for you our readers. We humbly ask you to consider joining us in this fight.… [+3565 chars]"
"{'id': None, 'name': 'Freerepublic.com'}",The Telegraph via Yahoo,Russia rejects Trump’s proposed peace deal,"Russia has rejected a Ukraine war peace deal proposed by Donald Trump, the US president, because it does not grant international recognition to territory seized by Moscow’s troops.Sergey Lavrov, the Russian foreign minister, also suggested the plan did not sa…",https://freerepublic.com/focus/f-news/4313866/posts,,2025-04-28T23:27:28Z,"Skip to comments.
Russia rejects Trumps proposed peace dealThe Telegraph via Yahoo ^
 | April 28th, 2025
 | Kieran Kelly
Posted on 04/28/2025 4:27:28 PM PDT by Mariner
Russia has rejected a Ukra… [+3112 chars]"
"{'id': None, 'name': 'EFF'}",Jason Kelley,Congress Passes TAKE IT DOWN Act Despite Major Flaws,"Today the U.S. House of Representatives passed the TAKE IT DOWN Act, giving the powerful a dangerous new route to manipulate platforms into removing lawful speech that they simply don't like. President Trump himself has said that he would use the law to censo…",https://www.eff.org/deeplinks/2025/04/congress-passes-take-it-down-act-despite-major-flaws,https://www.eff.org/files/issues/icon-2019-freespeech.png,2025-04-28T23:26:16Z,"Today the U.S. House of Representatives passed the TAKE IT DOWN Act, giving the powerful a dangerous new route to manipulate platforms into removing lawful speech that they simply don't like. Preside… [+1529 chars]"
"{'id': None, 'name': 'BetaNews'}",Brian Fagioli,Install 4MLinux 48.0 to breathe new life into your old computer,"Let’s be honest, y’all -- it is pretty easy to feel overwhelmed by everything going on these days. Bad news seems to hit from every direction, leaving many people feeling helpless or anxious. But believe it or not, there is a simple, satisfying way to take ba…",https://betanews.com/2025/04/28/overcome-depression-about-the-state-of-the-world-by-installing-4mlinux-48-0/,https://betanews.com/wp-content/uploads/2025/04/IMG_5667-50x50.jpeg,2025-04-28T23:26:10Z,"Lets be honest, yall -- it is pretty easy to feel overwhelmed by everything going on these days. Bad news seems to hit from every direction, leaving many people feeling helpless or anxious. But belie… [+2218 chars]"
"{'id': None, 'name': 'New York Post'}",Post Editorial Board,Remedy for Trump’s sinking poll numbers: Pass the tax-slashing budget bill fast,"President Trump met with Speaker Mike Johnson on Monday to discuss the budget reconciliation bill, which would make his 2017 tax cuts, set to expire at the end of the year, permanent.",https://nypost.com/2025/04/28/opinion/the-remedy-for-trumps-sinking-poll-numbers-pass-the-tax-slashing-budget-bill-fast/,https://nypost.com/wp-content/uploads/sites/2/2025/04/newspress-collage-5pntzdgpy-1745881650715.jpg?quality=75&strip=all&1745867342&w=1024,2025-04-28T23:25:38Z,"If President Trump wants to bring his plunging poll numbers back up, a sure fix is staring him in the face: He can push through his “big, beautiful” tax-slashing bill. Pronto.
Trump met with Speaker… [+2350 chars]"
"{'id': None, 'name': 'Memeorandum.com'}",,House tax writers close to wrapping up their part of massive budget bill (Politico),"Politico:
House tax writers close to wrapping up their part of massive budget bill  —  The House Ways and Means Committee has largely settled on a suite of tax policies to include in its portion of the GOP megabill, according to two people granted anonymity t…",https://www.memeorandum.com/250428/p126,https://www.politico.com/dims4/default/5dc40ab/2147483647/resize/1200x/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2F2c%2F3f%2Fca9ec35b4059b8d0b377bb1b930f%2Fhttps-delivery-gettyimages.com%2Fdownloads%2F2206309484,2025-04-28T23:25:00Z,"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]"
"{'id': None, 'name': 'Freerepublic.com'}",Task & Purpose Today,Navy finally finds something the LCS is good at: Stopping drug smuggling,"USS Minneapolis-Saint Paul recently seized more than $12 million in drugs in the Caribbean Sea, an example of how Littoral Combat Ships have found their niche with counternarcotics missions. The oft-maligned Littoral Combat Ship, or LCS, may have found its tr…",https://freerepublic.com/focus/f-news/4313865/posts,,2025-04-28T23:23:53Z,"Skip to comments.
Navy finally finds something the LCS is good at: Stopping drug smugglingTask &amp; Purpose Today ^
 | Apr 24, 2025 
 | Jeff Schogol
Posted on 04/28/2025 4:23:53 PM PDT by george… [+6870 chars]"
"{'id': None, 'name': 'Westernjournal.com'}",Randy Desoto,Mexico is Paying for the Wall - Homan Explains How,"Border czar Tom Homan argued Monday that Mexico is, in effect, paying for the southern border through actions they have taken.",https://www.westernjournal.com/mexico-paying-wall-homan-explains/,https://www.westernjournal.com/wp-content/uploads/2025/04/Tom-Homan-Karoline-Leavitt.jpg,2025-04-28T23:22:39Z,"Border czar Tom Homan argued Monday that Mexico is, in effect, paying for the southern border wall, thanks to the actions the country has taken because of President Donald Trump.
In February, Trump … [+3512 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investing.com,"UK's 100 billion pound investment pot smaller than it looks, think tank says",,https://biztoc.com/x/9c4297155ed7ff9a,https://biztoc.com/cdn/9c4297155ed7ff9a_s.webp,2025-04-28T23:22:35Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did DHL resume high-value shipments to US? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs impa… [+975 chars]"
"{'id': None, 'name': 'Newsbreak.com'}",Juan Williams,Opinion: RFK is causing irreparable damage to our public health system - NewsBreak,"For all the incompetence in the Trump administration, Secretary of Health and Human Services Robert Kennedy Jr. is causing the most real harm.",https://www.newsbreak.com/share/3982572281572-opinion-rfk-is-causing-irreparable-damage-to-our-public-health-system?s=a2&amp;share_destination_id=Mjk0NzAzMDY3LTE3NDU4ODI0OTEzNTg%3D&amp;pd=0JwXjH4Z&amp;hl=en_US&amp;send_time=1745882491&amp;actBtn=bottomBar&amp;_f=app_share&amp;trans_data=%7B%22platform%22%3A1%2C%22cv%22%3A%2225.17.0%22%2C%22languages%22%3A%22en%22%7D&amp;sep=ns_foryou_model_exp_25q1-v9%2Cns_local_strategy_25q1_exp-v14%2Cns_foryou_model_exp_25q2-v1%2Cns_foryou_rank_exp_25q2-v7%2Cns_foryou_recall_exp_25q2-v2%2Cns_foryou_blend_exp_25q1-v3%2Cns_foryou_blend_exp_25q2-v5,https://img.particlenews.com/img/id/0VyUgo_10hwCo4q00,2025-04-28T23:22:32Z,"Education Secretary Linda McMahon recently referred to artificial intelligence as A-One, as if talking about the steak sauce. 
 Agriculture Secretary Brooke Rollins proposed that Americans combat hi… [+5715 chars]"
"{'id': None, 'name': 'TheWrap'}",Jacob Bryant,Terrence Howard Passed on Marvin Gaye Biopic Because He Had to Kiss ‘Some Man’: ‘I Would Cut My Lips Off’,"""I don't fake it,"" the ""Empire"" alum adds
The post Terrence Howard Passed on Marvin Gaye Biopic Because He Had to Kiss ‘Some Man’: ‘I Would Cut My Lips Off’ appeared first on TheWrap.",https://www.thewrap.com/terrence-howard-marvin-gaye-role-kiss-bill-maher/,https://www.thewrap.com/wp-content/uploads/2024/01/Terrence-Howard.jpeg,2025-04-28T23:22:20Z,"Terrence Howard turned down the lead role in a Marvin Gaye biopic when he found out he would have to kiss another man.
While talking with Bill Maher on Sunday’s episode of the “Club Random” podcast,… [+1238 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investing.com,Alexandria Real Estate reduces annual FFO forecast on lower leasing demand,,https://biztoc.com/x/d299a18c7b027f21,https://biztoc.com/cdn/930/og.png,2025-04-28T23:22:10Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did DHL resume high-value shipments to US? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs impa… [+975 chars]"
"{'id': None, 'name': 'BBC News'}",,'Grave-robbed' human remains on journey from Belfast back to Hawaii,The human remains were repatriated in an emotional ceremony held at the Ulster Museum in Belfast.,https://www.bbc.com/news/articles/cg5q3m2z66mo,https://ichef.bbci.co.uk/news/1024/branded_news/cd4e/live/8eb61420-24c5-11f0-ae07-af557cda7343.jpg,2025-04-28T23:21:53Z,"Robbie MeredithBBC News NI education and arts correspondent
Kathryn Thomson with some of the group from Hawaii
Ancestral human remains ""grave robbed"" and brought to Belfast almost 200 years ago hav… [+4211 chars]"
"{'id': None, 'name': 'Bleeding Cool News'}",Adi Tantimedh,"Miami Vice: Joseph Kosinski to Direct New Movie, Script by Dan Gilroy","Hit TV series and film remake Miami Vice is getting another feature film reboot, this time with a script by Nightcrawler writer-director Dan Gilroy (brother of Andor creator and showrunner Tony Gilroy) and Top Gun: Maverick director Joseph Kosinski in the dir…",https://bleedingcool.com/movies/miami-vice-joseph-kosinski-to-direct-new-movie-script-by-dan-gilroy/,https://bleedingcool.com/wp-content/uploads/2025/04/6psPEKu03UCiLqBxzeSy7wRQOVN-2000x1125.jpg,2025-04-28T23:18:07Z,"Posted in: Movies, NBC, TV | Tagged: Miami Vice
Miami Vice is getting a new film adaptation with a script by Dan Gilroy and Joseph Kosinski directing (already an excellent sign).
Hit TV series and … [+2148 chars]"
"{'id': None, 'name': 'Nofilmschool.com'}",Jourdan Aldredge,A Brand-New Line of Boom Poles is Here for Fast-Paced Filmmakers and Content Creators,"On one end of the filmmaking and video content production gear spectrum, we have the highest-end digital cinema cameras and the latest and most ambitious generative AI models pushing the boundaries of technology, and on the other end, we have new boom poles.A…",https://nofilmschool.com/k-tek-indie-poles,https://nofilmschool.com/media-library/a-brand-new-line-of-boom-poles-is-here-for-fast-paced-filmmakers-and-content-creators.jpg?id=60050823&width=1200&height=600&coordinates=0%2C39%2C0%2C40,2025-04-28T23:17:29Z,"Let's dig into it. 
The Journey of Yellowstone
Taylor Sheridan was an actor sick of not getting the roles he wanted. And he had a vision for a set of movies and TV shows more reflective of the life… [+3761 chars]"
