title,description,content,publishedAt,url,urlToImage
Teen hands himself into police after supermarket owner fatally stabbed,"A teenager has handed himself into police after the owner of a Darwin supermarket, 71-year-old Linford Feick, was stabbed to death at his store.","A teenager has handed himself into police overnight after the owner of a Darwin supermarket was stabbed to death on Wednesday afternoon.
Linford Feick, the 71-year-old owner of the Territory Friendl… [+2376 chars]",2025-04-23T23:36:49Z,https://www.abc.net.au/news/2025-04-24/nt-teen-arrested-after-darwin-friendly-grocer-stabbing/105209738,https://live-production.wcms.abc-cdn.net.au/d31dff1cbe788b1af0829e7784c28ca0?impolicy=wcms_watermark_news&cropH=2268&cropW=4032&xPos=0&yPos=378&width=862&height=485&imformat=generic
Chicago Fire Captain Dies in Garage Collapse,"A routine call on Chicago's west side led to the death of a veteran fire captain and father of four Chicago Fire Department Captain David Meyer, 54, died early Wednesday while responding to a garage fire. The fire was reported just after 4am, and a mayday ala…","A routine call on Chicago's west side led to the death of a veteran fire captain and father of four Chicago Fire Department Captain David Meyer, 54, died early Wednesday while responding to a garage … [+1419 chars]",2025-04-23T23:36:16Z,https://www.newser.com/story/367612/chicago-fire-captain-dies-in-garage-collapse.html,https://img2-azrcdn.newser.com/image/1606399-12-20250423190617.jpeg
Trump pushes job training for trades over college degrees | Honolulu Star-Advertiser,"WASHINGTON >> President Donald Trump signed today an order to improve job training for skilled trades, an initiative twinned with tariffs in his gambit to revive U.S. manufacturing.","WASHINGTON &gt;&gt; President Donald Trump signed today an order to improve job training for skilled trades, an initiative twinned with tariffs in his gambit to revive U.S. manufacturing.
The Labor,… [+2952 chars]",2025-04-23T23:35:52Z,https://www.staradvertiser.com/2025/04/23/breaking-news/trump-pushes-job-training-for-trades-over-college-degrees/,https://www.staradvertiser.com/wp-content/uploads/2025/04/web1_20250423_brk_tru02.jpg
Wauwatosa STEM School closing; board votes not to renew contract,Some Wauwatosa parents say they are blindsided and disappointed after the school district voted on Tuesday night to close down the Wauwatosa STEM School.,"WAUWATOSA, Wis. - Some Wauwatosa parents say they are blindsided and disappointed after the school district voted to close down the Wauwatosa STEM School.
What we know:
The Wauwatosa School Board o… [+3142 chars]",2025-04-23T23:35:34Z,https://www.fox6now.com/news/wauwatosa-stem-school-closing-board-votes-not-renew-contract,https://images.foxtv.com/static.fox6now.com/www.fox6now.com/content/uploads/2025/04/1280/720/6p-tosa-stem-school-llpkg_00.00.11.30.jpg?ve=1&tl=1
Are weather balloons state-sanctioned litter or vital for science?,Pete Furphy was surprised to discover remnants of weather balloons that had travelled more than 300 kilometres when he and his kids helped clean a secluded south-west Victorian beach.,"Pete Furphy never expected to be collecting high-tech scientific equipment when he took his kids to clean a remote beach on Victoria's south-west coast.
The Furphys were scouring a 3.5-kilometre str… [+4307 chars]",2025-04-23T23:34:51Z,https://www.abc.net.au/news/2025-04-24/weather-balloons-battery-packs-wash-up-warrnambool-beach/105186368,https://live-production.wcms.abc-cdn.net.au/ca27a9a5f359595b5e64c0ea04b7d03e?impolicy=wcms_watermark_news&cropH=2813&cropW=5000&xPos=0&yPos=201&width=862&height=485&imformat=generic
"Steve McMichael, star on Bears’ Super Bowl 20 championship team, dies","Steve McMichael, star on Chicago Bears’ 1985 Super Bowl championship team, dies at 67 after battle with ALS.","Former Bears defensive star Steve McMichael, second from left, helps carry coach Mike Ditka off the field after beating the Patriots in Super Bowl 20, on Jan. 26, 1986, in New Orleans.
Phil Sandlin,… [+7809 chars]",2025-04-23T23:34:00Z,https://www.stltoday.com/sports/professional/nfl/article_ee5c02e0-b94a-5a94-8d44-f47bae1a2b04.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/e/e5/ee5c02e0-b94a-5a94-8d44-f47bae1a2b04/68097c2b41135.preview.jpg?crop=1920%2C1008%2C0%2C35&resize=1200%2C630&order=crop%2Cresize
China’s Farmers Battle Early Weather Threats as Trade Curbs Bite,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+1006 chars]",2025-04-23T23:33:50Z,https://biztoc.com/x/9ec3fca6b4b9eca3,https://biztoc.com/cdn/9ec3fca6b4b9eca3_s.webp
Analysts Think You Should Buy and Hold This 1 Dividend Stock ‘Forever’,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+996 chars]",2025-04-23T23:33:26Z,https://biztoc.com/x/6ce99bed9e05b481,https://biztoc.com/cdn/930/og.png
AUSTRALIA: International Airlines able to fly domestic routes — election promise from opposition,"For non-Australian readers, we are in the midst of a Federal election campaign, with final votes to be cast on Saturday, 3 May 2025. As in most elections, this causes the competing parties to sometimes make outlandish promises. True to type, the Liberal and N…","For non-Australian readers, we are in the midst of a Federal election campaign, with final votes to be cast on Saturday, 3 May 2025. As in most elections, this causes the competing parties to sometim… [+3656 chars]",2025-04-23T23:33:14Z,https://www.2paxfly.com/2025/04/24/australia-international-airlines-able-to-fly-domestic-routes-election-promise-from-opposition/,https://www.2paxfly.com/wp-content/uploads/2024/09/Brigit-McKenzie-MP.jpg
Trump signs executive order to influence college accreditation process - CBS News,"Trump signs executive order to influence college accreditation processCBS News Exclusive | Trump to Sign Executive Order Targeting University AccreditorsWSJ Trump Signs Executive Order Targeting University Accreditors, and Other Education OrdersThe New York T…","Our policy is, when in doubt, do the right thing.
-- Roy L. Ash, ex-president, Litton Industries",2025-04-23T23:33:13Z,https://slashdot.org/firehose.pl?op=view&amp;id=177113615,
Fremont Police's unique co-responder program,"""I started using in junior high. And that went forward through high school,"" Jon Thomsen said.""I identify as an addict because I do not want to forget where I came from."" After getting help as an adult, his therapist suggested he become a peer support special…","FREMONT, Neb. —The Fremont Police Department says a unique resource is helping people feel more at ease when it comes to mental health crises. Since late 2023, the department has been using a co-resp… [+2282 chars]",2025-04-23T23:33:10Z,https://www.ketv.com/article/fremont-polices-unique-co-responder-program/64569612,"https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/jon-t-fremont-68096fc1576c4.jpg?crop=1.00xw:1.00xh;0,0&resize=1200:*"
Trump team signals possibility of lower tariffs on PRC goods; Xi on climate; China working the EU; China-Russia financial sanctions evasion,"Administration officials then said that the US would not cut the rates unilaterally, but no one has yet articulated how they are going to get the Chinese side to cut their rates simultaneously, or when there may actually be talks. I do not see any scenario in…",Earlier today I published this weeks episode of Sharp China - Bessent and an Unsustainable Path; Making Sense of Hourly Madness; The PRCs Message to the World; A Note on Canada. We discussed Tuesdays… [+6473 chars],2025-04-23T23:33:03Z,https://sinocism.com/p/trump-teams-signals-possibility-of,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fb593e6ae-285f-4d8a-8047-cfc1d6ea7657_3024x856.jpeg"
"Trump reversals on Fed chair, China tariffs send markets higher - Los Angeles Times","Trump reversals on Fed chair, China tariffs send markets higherLos Angeles Times Trump was warned of empty shelves and financial turmoil from tariffs and firing Powell. His U-turn pushed stocks higherCNN Stocks Rise as Trump Signals Softer China Stance: Marke…","Our policy is, when in doubt, do the right thing.
-- Roy L. Ash, ex-president, Litton Industries",2025-04-23T23:33:02Z,https://slashdot.org/firehose.pl?op=view&amp;id=177113613,
Pre-order Switch 2: Where to Buy the Switch 2 with Guaranteed Delivery on Launch Day? - Gizmodo,"Pre-order Switch 2: Where to Buy the Switch 2 with Guaranteed Delivery on Launch Day?Gizmodo Nintendo Maintains Nintendo Switch 2 Pricing, Retail Pre-Orders to Begin April 24 in U.S. - News - Nintendo Official SiteNintendo When Do Nintendo Switch 2 Preorders …","Our policy is, when in doubt, do the right thing.
-- Roy L. Ash, ex-president, Litton Industries",2025-04-23T23:32:42Z,https://slashdot.org/firehose.pl?op=view&amp;id=177113605,
The Shedeur Sanders betting odds show the wide range of possible outcomes - NBC Sports,The Shedeur Sanders betting odds show the wide range of possible outcomesNBC Sports Shedeur Sanders ripped by anonymous coach before NFL Draft: 'The worst formal interview I’ve ever been in in my life'Yahoo Sports NFL coach rips Shedeur Sanders in anonymous p…,"Our policy is, when in doubt, do the right thing.
-- Roy L. Ash, ex-president, Litton Industries",2025-04-23T23:32:31Z,https://slashdot.org/firehose.pl?op=view&amp;id=177113601,
Film reviews: Sinners and The King of Kings,Vampires lay siege to a Mississippi juke joint and an animated retelling of Jesus' life,"Sinners
Directed by Ryan Coogler (R)
A movie in which Michael B. Jordan plays twins and takes on a pack of vampires ""would have been more than enough,"" said William Bibbiani in The Wrap. But Ryan C… [+3674 chars]",2025-04-23T23:32:31Z,https://theweek.com/culture-life/film/reviews-sinners-the-king-of-kings,https://cdn.mos.cms.futurecdn.net/dhZEZ8vDbHG2LhGS3BWNUH.jpg
Shane Beamer's Emotional Response to George Wilson Jr.'s Transfer Portal News,Beamer said he was worried he might have made too much noise.,"South Carolina Gamecocks football coach Shane Beamer had an emotional day. He shared in a social media post that he may have made ""too much noise"" after getting big NCAA transfer portal news.
Beamer… [+1451 chars]",2025-04-23T23:32:01Z,https://athlonsports.com/college/south-carolina-gamecocks/shane-beamer-emotional-response-geroge-wilson-jr-transfer-portal,https://media.zenfs.com/en/athlon_sports_articles_610/787156bfd8e86d60c8519d47e5f664f4
Report: OpenAI Expects New Products to Drive Revenue to $125 Billion in 2029,OpenAI reportedly expects its revenue to reach $125 billion in 2029 and $174 billion in 2030 as it adds new products. The company expects its artificial intelligence (AI) agents and other new products to generate more sales than its ChatGTP chatbot by that ti…,"OpenAIreportedly expects its revenue to reach $125 billion in 2029 and $174 billion in 2030 as it adds new products.
The company expects its artificial intelligence (AI) agents and other new product… [+2033 chars]",2025-04-23T23:31:52Z,https://www.pymnts.com/artificial-intelligence-2/2025/report-openai-expects-new-products-to-drive-revenue-to-125-billion-in-2029/,https://www.pymnts.com/wp-content/uploads/2025/04/OpenAI-revenue-ChatGPT.jpg
Gold Resource Corporation Announces Management Changes,"DENVER — Gold Resource Corporation (NYSE American: GORO) (the “Company”) today announces that Alberto Reyes, Chief Operating Officer, has left the company effective April 21, 2025, and effective immediately, Armando Alexandri has been added as its new Chief O…","DENVER Gold Resource Corporation (NYSE American: GORO) (the Company) today announces that Alberto Reyes, Chief Operating Officer, has left the company effective April 21, 2025, and effective immediat… [+4725 chars]",2025-04-23T23:31:42Z,https://financialpost.com/pmn/business-wire-news-releases-pmn/gold-resource-corporation-announces-management-changes,
"Will Trent – The Most Beautiful, Fierce, Smart, Powerful Creature in the World – Review: Imposter Syndrome",,"The latest Will Trent episode, “The Most Beautiful, Fierce, Smart, Powerful Creature in the World,” delivered a female-driven story that was far more entertaining than it had any right to be—especial… [+8223 chars]",2025-04-23T23:31:00Z,https://www.spoilertv.com/2025/04/will-trent-most-beautiful-fierce-smart.html,https://lh3.googleusercontent.com/blogger_img_proxy/AEn0k_tL8-nF3cFSd3TpDyRYX5A0okTiKJiagmDMLPNMBAv81TrBr8QAdPpFMdDNtBxF5LTlalCaH2KNU04SElaVoSn4o_inadQFvEhAX6CXoCoYYIHYVnc2=w1200-h630-p-k-no-nu
‘Ultimate backyard projector’ features 3 lasers and first-ever liquid cooling,"The new Nebula X1 Smart Projector can seriously up your backyard movie and karaoke game, with triple-laser light projection and more.
(via Cult of Mac - Apple news, rumors, reviews and how-tos)","As Nebulas most advanced system, the new Nebula X1 Smart Projector builds upon the previous Cosmos series with significant technological advancements aimed at delivering an exceptional cinematic expe… [+4047 chars]",2025-04-23T23:30:44Z,https://www.cultofmac.com/news/nebula-x1-smart-projector,https://www.cultofmac.com/wp-content/uploads/2025/04/Nebula-X1-Smart-Projector-backyard.jpg.webp
Sign up for Free! Sling Freestream!,"Sign up for Free to start earning rewards where you can watch 500+ live TV channels and thousands of hit shows and movies on demand! Stream live TV, shows, news, and movies for free with Sling Freestream. Access thousands of movies + live news, e...","Sign up for Free to start earning rewards where you can watch 500+ live TV channels and thousands of hit shows and movies on demand! Stream live TV, shows, news, and movies for free with Sling Freest… [+88 chars]",2025-04-23T23:30:37Z,https://www.commonsensewithmoney.com/sign-free-sling-freestream-82/,https://www.commonsensewithmoney.com/wp-content/uploads/2025/04/cmslingfree-6.png
‘Andor’ Season 2 Episode 3 Recap: Dancing on My Own,"This isn’t a show about the Empire and the Rebellion. It’s a show about us, because we’re both.","All she wants to do is dance. All she can do is dance. Mon Mothma, Imperial senator, is trapped at the child wedding of her daughter and the scion of a corrupt business magnate. Its a tradition she f… [+8202 chars]",2025-04-23T23:30:00Z,https://decider.com/2025/04/23/andor-season-2-episode-3-recap/,https://decider.com/wp-content/uploads/2025/04/ANDOR-SEASON-2-EPISODE-3-RECAP.jpg?quality=75&strip=all&w=1200
Character.AI's newest feature can bring a picture to uncanny life,"Character.AI’s new AvatarFX animates still images into expressive, speaking videos.","<ul><li>Character.AI's new AvatarFX tool can turn a single photo into a realistic video</li><li>The video shows a still image speaking with synced lip movements, gestures, and longform performances</… [+3386 chars]",2025-04-23T23:30:00Z,https://www.techradar.com/computing/artificial-intelligence/character-ais-newest-feature-can-bring-a-picture-to-uncanny-life,https://cdn.mos.cms.futurecdn.net/5SWHVEtyGArTjSy9stacqc.png
Anker's new portable 4K projector could be the ultimate easy outdoor projector thanks to its stunning brightness,The new Anker Nebula X1 is the company's highest-performing projector yet.,"<ul><li>Anker reveals the Nebula X1 4K projector</li><li>Features include 4K resolution, Dolby Vision HDR support and 3,500 ANSI lumens</li><li>The X1 is touted as an 'outdoor projector'</li></ul>
A… [+3569 chars]",2025-04-23T23:30:00Z,https://www.techradar.com/televisions/projectors/ankers-new-portable-4k-projector-could-be-the-ultimate-easy-outdoor-projector-thanks-to-its-stunning-brightness,https://cdn.mos.cms.futurecdn.net/NXfCMEQa5ny9fY3ytNHTEH.jpg
Abrego Garcia Pulled Over In Vehicle Owned By Convicted Human Smuggler,"Kilmar Abrego Garcia, an illegal migrant whose deportation to El Salvador has garnered nationwide controversy, was once pulled over in a vehicle owned by a convicted human smuggler, federal authorities have confirmed. Abrego Garcia was pulled over on a Tennes…","Kilmar Abrego Garcia, an illegal migrant whose deportation to El Salvador has garnered nationwide controversy, was once pulled over in a vehicle owned by a convicted human smuggler, federal authoriti… [+5064 chars]",2025-04-23T23:29:50Z,https://dailycaller.com/2025/04/23/abrego-garcia-drove-human-smuggler-car/,https://cdn01.dailycaller.com/wp-content/uploads/2025/04/Abrego-Garcia-scaled-e1745441920775.jpg
"Trump upends DOJ's Civil Rights Division, sparking 'bloodbath' in senior ranks",More than a dozen senior lawyers in the Justice Department's Civil Rights Division – many with decades of experience – have been reassigned.,"The Trump administration has quietly transformed the Justice Departments Civil Rights Division, forcing out a majority of career managers and implementing new priorities that current and former offic… [+8478 chars]",2025-04-23T23:29:35Z,https://www.nbcnews.com/politics/justice-department/trump-upends-dojs-civil-rights-division-sparking-bloodbath-senior-rank-rcna202622,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-04/250423-Harmeet-Dhillon-ch-1623-fbba36.jpg"
Deported ‘Maryland man’ championed by Dems was pulled over driving car belonging to human smuggler,"Kilmar Abrego Garcia, whom Democrats have been demanding the Trump admin return to the U.S., was previously pulled over by police while driving a car belonging to a human smuggler.","The so-called deported ""Maryland man"" Kilmar Abrego Garcia, whom Democrats have been demanding the Trump administration return to the U.S., was previously pulled over by a highway patrol officer whil… [+4943 chars]",2025-04-23T23:28:33Z,https://www.foxnews.com/politics/deported-maryland-man-championed-dems-pulled-over-driving-car-belonging-human-smuggler,https://static.foxnews.com/foxnews.com/content/uploads/2025/04/abrego-garcia-cecot.png
The iconic mango salsa returns to QDOBA! Check when it’s available,"According to QDOBA, the mago sauce is the second most requested item on the menu, right after the tortilla soup","Photo: QDOBA

With the arrival of the warmer season, tropical flavors are in high demand among diners. That’s why QDOBA has decided to help customers beat the heat with the return of its iconic Mang… [+3256 chars]",2025-04-23T23:26:04Z,https://www.merca20.com/the-iconic-mango-salsa-returns-to-qdoba-check-when-its-available/,https://files.merca20.com/uploads/2025/04/The-iconic-mango-salsa-returns-to-QDOBA-Check-when-its-available.jpg
UK to Spend £300 Million to Draw Offshore Wind Supply Chain,"The UK is earmarking £300 million ($398 million) to bolster the homegrown supply chain for offshore wind, an industry considered essential for meeting climate and job-growth goals.","(Bloomberg) The UK is earmarking £300 million ($398 million) to bolster the homegrown supply chain for offshore wind, an industry considered essential for meeting climate and job-growth goals.
THIS … [+3818 chars]",2025-04-23T23:25:39Z,https://financialpost.com/pmn/business-pmn/uk-to-spend-300-million-to-draw-offshore-wind-supply-chain,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2025/04/776259899.jpg
"Stock market today: Dow, S&P 500, Nasdaq futures stumble after Wall Street's 2-day rally","US stock futures traded flat after a mostly upbeat day on Wall Street, driven by fresh signs President Trump is aiming to strike a trade deal with China.",US stocks stumbled Thursday as investors responded to mixed signals from President Trump and his top advisers on tariffs. The fluctuations reflect ongoing market unease amid a stream of conflicting m… [+7866 chars],2025-04-23T23:25:26Z,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-stumble-after-wall-streets-2-day-rally-232526886.html,https://s.yimg.com/ny/api/res/1.2/H7jv7vnyqIdUnvFvby2xWQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-04/7b8ef330-206f-11f0-adbf-eff1ab171f5f
"Pastor calls for 'full Target boycott' over concerns about diversity, equity, inclusion (Associated Press)","Associated Press:
Pastor calls for ‘full Target boycott’ over concerns about diversity, equity, inclusion  —  The pastor of a Georgia megachurch who led a nationwide 40-day “fast” boycott of Target stores over the retail chain's commitment to diversity initia…","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",2025-04-23T23:25:01Z,https://www.memeorandum.com/250423/p135,https://dims.apnews.com/dims4/default/cef73b4/2147483647/strip/true/crop/5876x3305+0+306/resize/1440x810!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2Fce%2F46%2Fcda408139983ce0da94907b4d858%2F3126e45897094d18a19e194eb25d69b4
A dozen states sue to stop Trump's tariffs,Democratic attorneys general from 12 states filed a joint lawsuit arguing that the president does not have the constitutional authority to execute his sweeping tariff agenda.,"Twelve states filed a lawsuit Wednesday challenging the legality of President Donald Trump's broad tariff agenda, arguing it unlawfully undermines Congress' constitutional authority to regulate forei… [+2985 chars]",2025-04-23T23:24:09Z,https://www.nbcnews.com/politics/trump-administration/dozen-democratic-states-sue-stop-president-trumps-tariffs-rcna202682,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-04/250423-Letitia-James-ch-1607-a1f6ee.jpg"
"Tesla vehicles were tops among recent EV rebates in Manitoba, documents show","WINNIPEG — Owners of Tesla vehicles were the biggest beneficiaries in recent months of electric-vehicle rebates offered by the Manitoba government, newly released documents show. The province announced last summer that it would offer rebates of up to $4,000 t…","WINNIPEG Owners of Tesla vehicles were the biggest beneficiaries in recent months of electric-vehicle rebates offered by the Manitoba government, newly released documents show.
THIS CONTENT IS RESER… [+4296 chars]",2025-04-23T23:23:53Z,https://financialpost.com/pmn/tesla-vehicles-were-tops-among-recent-ev-rebates-in-manitoba-documents-show-2,
"April 23, 2025 – PBS News Hour full episode","Wednesday on the News Hour, President Trump lashes out at Ukrainian President Zelenskyy for criticizing a U.S. proposal to recognize Russian control of Crimea. Tens of thousands of mourners visit the Vatican to see Pope Francis lying in state as cardinals pre…","Wednesday on the News Hour, President Trump lashes out at Ukrainian President Zelenskyy for criticizing a U.S. proposal to recognize Russian control of Crimea. Tens of thousands of mourners visit the… [+195 chars]",2025-04-23T23:23:49Z,https://www.pbs.org/newshour/show/april-23-2025-pbs-news-hour-full-episode,https://d3i6fh83elv35t.cloudfront.net/static/2025/04/FullEpisode-23-1024x683.jpg
CP chief sees gains from US tariffs,"Thailand has the potential to gain two big investment windfalls -- in data centres and electronics automation -- as a result of US President Donald Trump's sweeping global tariffs, thanks to Thailand's open policies, says Charoen Pokphand (CP) chief executive…","Thailand has the potential to gain two big investment windfalls -- in data centres and electronics automation -- as a result of US President Donald Trump's sweeping global tariffs, thanks to Thailand… [+3170 chars]",2025-04-23T23:23:00Z,https://www.bangkokpost.com/business/general/3010051/cp-chief-sees-gains-from-us-tariffs,https://static.bangkokpost.com/media/content/20250424/c1_3010051_250424062629_700.jpg
UK to Spend £300 Million to Draw Offshore Wind Supply Chain,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+1000 chars]",2025-04-23T23:22:54Z,https://biztoc.com/x/412235d7d1f35b4b,https://biztoc.com/cdn/412235d7d1f35b4b_s.webp
Eli Lilly sues companies selling alternative versions of its weight loss drug : Shots - Health News,"Eli Lilly sues companies selling alternative versions of its weight loss drug
Eli Lilly, the drugmaker behind the blockbuster weight loss drug Zepbound, is suing four telehealth companies for allegedly selling illegal copies of the drug made by compounding ph…","Eli Lilly sues companies selling alternative versions of its weight loss drugEli Lilly, the drugmaker behind the blockbuster weight loss drug Zepbound, is suing four telehealth companies for allegedl… [+144 chars]",2025-04-23T23:22:51Z,https://biztoc.com/x/55e596959bb33712,https://biztoc.com/cdn/55e596959bb33712_s.webp
Bupa to Open 200 Mental Health Clinics to Tap Rising Demand for Therapy,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+992 chars]",2025-04-23T23:22:51Z,https://biztoc.com/x/7d5738f9a0450933,https://biztoc.com/cdn/7d5738f9a0450933_s.webp
ZUS Coffee to Add 200 Southeast Asia Stores in Starbucks Duel,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+1003 chars]",2025-04-23T23:22:50Z,https://biztoc.com/x/54e34a4998cbcc76,https://biztoc.com/cdn/54e34a4998cbcc76_s.webp
IMF expects BOJ to delay further rate hikes due to tariff uncertainty,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+1005 chars]",2025-04-23T23:22:44Z,https://biztoc.com/x/421ad41f0db53f65,https://biztoc.com/cdn/421ad41f0db53f65_s.webp
South Korea’s Economy Shrinks as Political Turmoil Dents Demand,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+1005 chars]",2025-04-23T23:22:43Z,https://biztoc.com/x/93ef0f2a0945b245,https://biztoc.com/cdn/93ef0f2a0945b245_s.webp
Illinois reports first measles case of 2025: What you need to know,Illinois sees first measles case in 2025; IDPH urges residents to check MMR vaccinations,"The Illinois Department of Public Health has reported its first confirmed case of measles in 2025, involving an adult in far southern Illinois, confirmed through laboratory testing on April 23. Curre… [+3441 chars]",2025-04-23T23:22:34Z,https://www.shawlocal.com/news/2025/04/23/illinois-reports-first-measles-case-of-2025-what-you-need-to-know/,https://www.shawlocal.com/resizer/JnhdJpaEWYNxXvfSKOJ9sC8qnqc=/1200x630/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/shawmedia/62DCJF2LOBHQHFDNE22PJ2G5SI.jpg
"K.C. picks star prospects from Mizzou, K.U. in Chiefs Wire's final 7-round mock draft",Kansas City picks up star prospects from the Missouri Tigers and Kansas Jayhawks in Chiefs Wire's final seven-round mock draft.,"The 2025 NFL draft starts tomorrow at 7 p.m. CST, and while it will take a few hours for the Kansas City Chiefs to make their first selection, fans should expect the defending AFC champions to select… [+3817 chars]",2025-04-23T23:21:51Z,https://chiefswire.usatoday.com/story/sports/nfl/chiefs/2025/04/23/chiefs-pick-missouri-tigers-luther-burden-kansas-jayhawks-devin-neal-final-7-round-mock-draft/83236294007/,"https://chiefswire.usatoday.com/gcdn/authoring/authoring-images/2025/04/23/SFTW/83240021007-usatsi-22631245.jpg?crop=4764,2681,x0,y246&width=3200&height=1801&format=pjpg&auto=webp"
Harvard Poll: Young Americans' Support for Dems Plummets,"A poll of young Americans conducted by the Institute of Politics at Harvard Kennedy School shows that ""[w]hile [President Donald] Trump's overall approval has remained stable, support for Democrats has eroded."" ""The share of young Americans who approve of Con…","Skip to comments.
Harvard Poll: Young Americans' Support for Dems PlummetsNewsmax ^
 | April 23, 2025
Posted on 04/23/2025 4:21:17 PM PDT by BlackFemaleArmyColonel
A poll of young Americans condu… [+1621 chars]",2025-04-23T23:21:17Z,https://freerepublic.com/focus/f-news/4312869/posts,
How San Diego County behavioral health has changed,"The past five years have been a period of transformation, changing how San Diego County treats San Diegans struggling with mental illness, substance abuse and homelessness.","S1: It's time for Midday Edition on KPBS. The way San Diego County meets the needs of people with mental health disorders is transforming. Today , we'll talk with two people behind the changes. I'm J… [+38810 chars]",2025-04-23T23:21:10Z,https://www.kpbs.org/podcasts/kpbs-midday-edition/how-san-diego-county-behavioral-health-has-changed,https://cdn.kpbs.org/dims4/default/ff65d1f/2147483647/strip/true/crop/4000x2100+0+284/resize/1200x630!/quality/90/?url=http%3A%2F%2Fkpbs-brightspot.s3.us-west-2.amazonaws.com%2Fa0%2F4b%2Fda63117a4e6fa85f799cc1859b71%2Fmb-care-plan.jpg
Bus driver accused of running over 5-year-old girl placed on paid leave,"The little girl is still recovering at UPMC Children’s Hospital after getting six staples in her head. Her parents tell us they’re grateful to see her up, alert and even coloring.","A bus driver accused of running over a 5-year-old girl is off the job. 
Channel 11 first told you about 5-year-old Elena Lihas being hit by her bus at a stop in McKeesport on Tuesday. 
The little g… [+957 chars]",2025-04-23T23:21:04Z,https://www.wpxi.com/news/local/bus-driver-accused-running-over-5-year-old-girl-placed-paid-leave/6I65A6QGPJBQ7AHWEHLTZHU6PY/,https://cmg-cmg-tv-10080-prod.cdn.arcpublishing.com/resizer/v2/https%3A%2F%2Fd1hfln2sfez66z.cloudfront.net%2F04-23-2025%2Ft_36aed66c1a924381a677ba9a31dc1fd5_name_solestchildax43as42325_transfer_frame_281.jpeg?auth=8be49c84640a441d17beabb1cb0b8dbf4b332e62821f3403223eeea18a81ad94&width=1200&height=630&smart=true
